name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artist,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics,lyrics_state,all_artists,first_artist
Nobody's Business - Album Version (Edited),216293,False,"['Rihanna', 'Chris Brown']","['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H', 'spotify:artist:7bXgB6jMjp9ATFy66eO08Z']",True,10,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:5MkK3XjGsUcuB55xoM2jTf,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.741,0.6,1,-5.792000000000002,0,0.0412,0.0362,0.0,0.0562,0.515,109.233,4,nobodys_business,"You'll always be mine
Sing it to the world
You'll always be my boy
I'll always be your girl
Ain't nobody's business
Ain't nobody's business
Ain't nobody's business
But mine and my baby
Mine and my baby
But mine and my baby
But mine and my baby (ooh)

I love to, love to, love you, baby
I love to, love to, love you, baby (Woo, woo)
Me and you, get it? (Woo, woo)
Ain't nobody's business
Said it, it ain't nobody's business (Woo, woo)

Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?

You'll always be the one that I wanna come home to, boy
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want now

You'll sing it to the world
Baby, give me time
I'ma be your girl
And I wanna make you mine
And it ain't nobody's business
It ain't nobody's business
It ain't nobody's business
It ain't nobody's business but mine and my baby
Ooh, ooh
Ooh, ooh

Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?

You'll always be the one that I wanna come home to, girl
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want

Sing it to the world
Baby, give me time (Give me time)
You gon' be my girl (Oh, girl)
I wanna make you mine
And it ain't nobody's business (No)
It ain't nobody business (No)
It ain't nobody business
It ain't nobody business just mine and my baby
It ain't no, it, it ain't no
It ain't, it ain't no, it ain't no
Ain't nobody business
Said it ain't nobody's business
It ain't nobody's business
It ain't nobody's business

You'll always be mine (Mine)
Sing it to the world (World, baby)
You'll always be my boy (Woo)
You'll always be my girl, yeah
Ain't nobody's business (Nobody's business)
Ain't nobody's business (Ain't nobody's business)
Ain't nobody's business (Nobody)
But mine and my baby",complete,"Rihanna, Chris Brown",Rihanna
Love Without Tragedy / Mother Mary - Album Version (Edited),418880,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,11,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:7eeDcWYdulwl9UjA8m3FzW,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.542,0.66,6,-6.4670000000000005,0,0.0357,0.0747,0.0,0.184,0.154,127.892,4,love_without_tragedy_mother_mary,"Part I: Love Without Tragedy

Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low
Dean on the low

I ask you, ""What's the matter?""
You say ""Oh, it's nothing at all.""
Heart's racing outta control
And you knew that I couldn't let it go
You used to be this boy I loved
And I used to be this girl of your dreams
Who knew the course of this one drive injured us fatally?
You took the best years of my life
I took the best years of your life
Felt like love struck me in the night
I prayed that love don't strike twice

Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low

What's love without tragedy?
What's love without tragedy?
(Marilyn Monroe)
What's love without tragedy?
What's love without tragedy?
Part II: Mother Mary

Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies way above me
For you, I've cried, tears ceding
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen

Let's capture the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live by the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
To die in the moment

Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies way above me
For you, I've cried, tears ceding
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen

Let's capture the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live by the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
To die in the moment

Die the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
I'm prepared to die in the moment",complete,Rihanna,Rihanna
Get It Over With - Album Version (Edited),211880,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,12,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:7jnsmL1uIIXG4ojXcrqPNV,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.303,0.479,1,-6.75,1,0.0338,0.74,0.0,0.103,0.244,76.668,4,get_it_over_with,"It's dark in the day
I'll say now don't complain
Look up, the sun is just a cloud away
You're so afraid to cry
But your heart be feeling dry
It's time to change
But you keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just rain?
And get it over with

When I feel the pain
Now, babe, I won't complain
I hear you say, ""Look up, the sun is just a cloud away""
And now we're so afraid to cry
When you need a wave to ride, that's the way
You keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just fucking rain?
And get it over with

And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds

Keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you fucking just rain?
And get it over with

And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds
We should be lighting it up
We should be lighting it up
Started with a lighting
It's dark in the day now
Say now don't complain
Look up, the sun is just a cloud away",complete,Rihanna,Rihanna
No Love Allowed - Album Version (Edited),249133,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,13,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:1Gd4fIpEOxCKSIkgN5nmQ5,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.5710000000000001,0.481,10,-9.097,0,0.0937,0.389,6.02e-05,0.097,0.682,90.997,4,no_love_allowed,"911, it's a critical emergency, yeah
Better run-run-run
Come and charge him with the 1-4-3, yeah
Told me this world was mine
Such a beautiful lie
Now it's done, done, done
And his love is no more for me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?

Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

Fi-Fo-Fum, like the sky is falling down on me
Numb-numb-numb
He so cold, he doesn't feel a thing
Broken heart was the case
Go on and put him away
He's the only one-one-one I ever let get the best of me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?

Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

Usually I'm the one that they cry for
But this man, he's the one that I'd die for
Mama said there's no 'cause for a rebel
Do you hear me now?
No love, no love, no love allowed

Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah",complete,Rihanna,Rihanna
Lost In Paradise - Album Version (Edited),215413,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,14,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:6xlsU6ct6dRR8A5XBUOBQO,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.479,0.779,11,-3.698,1,0.0448,0.064,0.0,0.205,0.306,75.961,4,lost_in_paradise,"What am I supposed to do with this heart?
How do I take it off if I love at all?
It's like a work of art
In love, we all will fall, but
We fell a little harder
What am I supposed to do with this heart?
It may be wrong, but it feels right
To be lost in paradise

I'm so lost in paradise
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise

How was I to know that my love was delusional?
Somebody told me how to mend
A broken hearted soul
In love, we all will fall, but
We fell a little harder
What am I supposed to do with this heart?
It may be wrong, but it feels right
To be lost in paradise

I'm so lost in paradise (Lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise

It may be wrong, but it feels right
All my fears are gone tonight
I'm lost in paradise

I'm so lost in paradise (Lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise
Lost in paradise
Yeah
Lost in paradise
Lost in paradise",complete,Rihanna,Rihanna
Half Of Me - Album Version (Edited),192853,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,15,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:6ImSOAOpYKWazbvFrSv5nx,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.421,0.575,8,-5.957000000000002,1,0.0403,0.207,0.0,0.365,0.287,147.44899999999996,4,half_of_me,"You saw me on a television
Setting fire to all the buildings
Yeah, I guess you saw me stealing
But you've no idea what I've been needing
Talk about when we were children
Not the kind of kid you believe in
You saw me on a television
Saw me on a television

But that's just the half of it
Yeah, you saw the half of it
This is the life I live
And that's just the half of it

You saw me on a television
Hanging out my dirty linen
You're entitled to your own opinion
Sit and shake your head at my decisions
I guess the kind of songs that I've been singing
Make it seem as if I'm always winning
But you saw me on a television
Yeah, you saw me on a television

But that's just the half of it
You saw the half of it
This is the life I live
And that's just the half of it

Oh, you know me
I'm the life of the party
Beautiful people surround me
Everybody fallin' in love
Oh, you know me
Everybody knows that I'm crazy
Sticks and stones, they never break me
And I'm the type that don't give a fuck

And that's just the half of it
You saw the half of it
Yeah, this is the life I live
And that's just the half of it
Yeah, you saw the half of it
And this is the life I live
You saw the half of it
Only the... half of it
Yeah, whoa

Saw me on a television
Saw me on a television",complete,Rihanna,Rihanna
Diamonds - Dave Aude 100 Extended,303533,False,"['Rihanna', 'Dave Audé', 'Kemal Golden']","['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H', 'spotify:artist:1vWImodgVqIgTUkekGEfR9', 'spotify:artist:3k8vhKepBT8rNmDEJTGMTm']",True,16,1,Unapologetic (Deluxe Version [Edited]),Rihanna,17,spotify:track:3AFKtsIVtpJjcvcYcChrNI,spotify:album:0fuYENc2V5OhrMxu7VxRRr,0.722,0.629,11,-6.261,0,0.0393,0.000283,0.0735,0.0468,0.3720000000000001,99.996,4,diamonds,"Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Palms rise to the universe
As we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond",complete,"Rihanna, Dave Audé, Kemal Golden",Rihanna
Phresh Out The Runway - Album Version (Edited),222413,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,1,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:72NgSd9EDMrl0PY6vFLcrU,spotify:album:023AUStvFJD8IzQqFeXRjB,0.6890000000000001,0.868,9,-5.875,0,0.0815,0.000195,0.0,0.294,0.96,154.123,4,phresh_out_the_runway,"I see you walk
I hear you, boy
I see you walk

Love it, then come and get it
I know that ya fuckin' with it
Ya see me, ya like it, huh?
Heels Givenchy, huh?
Love it, then play it back
Plus where the 40 at?
I'm fucking ya cheap trill
On top of my 50 mill
We eating the cake killa
Own it, but don't kill her
My jewelers are diamond rollers
My rock, chinchilla
Some more for the fun
I'm rolling like rockstars
I got 50 muthafuckers in my watch
With my bandz out

Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out phresh out hold up

Venus, I'm out at coast
My bitches don't know
Fuck with her
My designer drip to the fucking flo'
Be out in that
They like 'em in all them honey stuffs
Monas are rolling loudies
And my bitches so Bulgari
Bodies of Ducatis
Do what the fuck you want
I bet you niggas gon' be like
Bitch, this my fucking song
How could you be so hood
But you so fucking pop?
How could you be so fun
And sound like you selling rocks?
What's in the ching dollaz'?
What's in my chain dollaz'?
All of the bank dollars
Got change for small dollars
Everything plain dollars
I was in the back line
I'm standing in the bank line
You throwing up the gang sign

Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out, hold up

I bet you wanna know what my crew about
You really wanna know how we get down
Walk up in this bitch like we own this, ho
Own this hoe, like we own this ho
I bet you wanna know what I'm all about
You really wanna know how I get down
Walk up in this bitch like I own the ho
I own a ho

Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out, hold up

I see you walk
I hear you, boy",complete,Rihanna,Rihanna
Diamonds,225146,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,2,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:1YsVAWHMXM8kWkoNgNyRmW,spotify:album:023AUStvFJD8IzQqFeXRjB,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,4,diamonds,"Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Palms rise to the universe
As we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight
You and I
We're beautiful, like diamonds in the sky
Eye to eye
So alive
We're beautiful, like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond",complete,Rihanna,Rihanna
Numb - Album Version (Edited),205066,False,"['Rihanna', 'Eminem']","['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H', 'spotify:artist:7dGJo4pcD2V6oG8kP0tJRR']",True,3,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:2cU0d9gJEgIMuAo2T63EI3,spotify:album:023AUStvFJD8IzQqFeXRjB,0.7170000000000001,0.6970000000000001,8,-5.771,0,0.13699999999999998,0.014,0.00125,0.131,0.379,129.042,4,numb,"Ecstasy in the air
I don't care
Can't tell me nothing
I'm impaired
No worse for wear

'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going

Can’t you see?
Ain’t it clear
I don't care
Get closer to me
If you dare
I double dare

'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going

I’m plastered (dry wall)
Look me in my (eyeball)
Do I look high? (no!)
I love the way you lie girl
Yeah, yeah, yeah, come here dear
I'm tryna get closer to you
I'm motionin' you to pull over, boo
I'm the siren that you hear (hear)
I'm the butt police and I'm lookin' at your rear, rear, rear
But odds are I'ma end up in the back of a squad car
By the end of tonight, I'm a rock star
Get your wind up, it's attack of the oddball
Homie can you show me where the gosh darn bath salts are
'Cause I'm sick of sniffin' asphalt
Every thought scarred got my pants off at the crosswalk
In suspenders and I can't feel my lips 'cause—

'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going",complete,"Rihanna, Eminem",Rihanna
Pour It Up - Album Version (Edited),161200,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,4,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:6HXsvWzD8oIXlq2h4F5Twc,spotify:album:023AUStvFJD8IzQqFeXRjB,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,4,pour_it_up,"Throw it up, throw it up
Watch it all fall out
Pour it up, pour it
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out

Strip clubs and dolla' bills, I still got mo' money
Patron shots can I get a refill
I still got mo' money
Strippers going up and down that pole
And I still got mo' money
4'o clock and we ain't going home, cause I still got mo' money
Money make the world go round, I still got mo' money
Bands make your girl go down, I still got mo' money
Lot more where that came from, I still got mo' money
The look in your eyes I know you want some
And I still got mo' money...

Oh ohh ohhh, ohhh oh oh oh
All I see is signs, all I see is dolla' signs
Oh ohh ohhh, ohhh oh oh oh
Money on my mind, money, money on my mind
Throw it up, throw it up
Watch it fall out from the sky

Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out

That's how we ball out
That's how we ball out
That's how we ball out

Valet cost a hundred bill and I still got mo' money
Gold all up in my grill, I still got mo' money
Who cares how you haters feel and I still got mo' money
Call Jay up and close a deal, I still got mo' money
My fragrance on and they love my smell, I still got mo' money
So who care about what I spend, I still got mo' money
My pockets deep and they never end, I still got mo' money
I'm going dumb with all my friends, I still got mo' money

Oh ohh ohhh, ohhh oh oh oh
All I see is signs, all I see is dolla' signs
Oh ohh ohhh, ohhh oh oh oh
Money on my mind, money, money on my mind
Throw it up, throw it up
Watch it fall out from the sky

Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
That's how we ball out
That's how we ball out
That's how we ball out",complete,Rihanna,Rihanna
Loveeeeeee Song - Album Version (Edited),256320,False,"['Rihanna', 'Future']","['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H', 'spotify:artist:1RyvyyTE3xzB2ZywiAwp0i']",True,5,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:11PW2Hm2bJImTPsqNqnmp4,spotify:album:023AUStvFJD8IzQqFeXRjB,0.703,0.6509999999999999,7,-6.405,0,0.0327,0.537,0.0,0.0955,0.498,119.976,4,loveeeeeee_song,"Ain't nothin' wrong with it...

I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

Oh baby, I'm not asking for the world, maybe
You can give me what I want, baby
Come hold me tight and when I'm drowning, save me
Give it to me on a daily
If I'm your girl, say my name, boy
Let me know I'm in control
We both grown so how we feel we can let it show
I-I-I won't play around
I-I-I wanna lay you down
I-I-I need you now
I need you now, oh

I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

Boy, lately you've been stingy with your time
Got me wondering
I'm wondering, If I'm on your mind
Boy, I just wanna be in your possession
Saying I'm the one you want
So come express it
Don't slip, don't slip
'Cause a nigga might push up on it
Don't really wanna lose this moment
Why window shop when you own this?
(I-I-I) Don't put it down
(I-I-I) Don't fuck around
(I-I-I) I want you now
I want you now, oh

I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

Can you love me for poor?
I'm searching for my soul
Who ever turned you cold?
You need to let him know
I can work miracles
I'll work your physical
And when I love you close
You can feel my heart
Beating through my clothes
Future

I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection",complete,"Rihanna, Future",Rihanna
Jump - Album Version (Edited),264453,False,['Rihanna'],['spotify:artist:5pKCCKE2ajJHZ9KAiaK11H'],False,6,1,Unapologetic (Standard Version [Edited]),Rihanna,14,spotify:track:03yvzSKd1ZpUOfNalcMsEm,spotify:album:023AUStvFJD8IzQqFeXRjB,0.6559999999999999,0.8240000000000001,0,-6.169,1,0.229,0.221,0.00757,0.171,0.423,81.071,4,jump,"Tell me that you love me, when you know you don't love me
But I guess, I guess, I guess it's all good
You can play the game, I'ma still do my thing
Ain't no better way for it to be put
When you fuck them other girls
I bet they be wondering why you always call my name
You think I'm gonna wait around, I ain't got all day

You don't need another lover
Don't you let it go
I already got it covered
Let the others know

If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it

Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump

Think I give a damn
Boy, don't you know who I am?
I ain't running 'round chasing no dude
Think somebody else like me gone come around?
Boy, you got it misunderstood
Put it in your face, but you acting all scared
Like you can't recognize a good thing
Now that you got a chance, tell me, what it's gon' be?

You don't need another lover
Don't you let it go
I already got it covered
Let the others know

If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it

Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump

You say it's my fault
Okay, I get it
You ain't pick up your calls
I'm like, ""forget it""
See you put up your wall
You know you did it
The rise and the fall
Just admit it
You say it's my fault
Okay, I get it
You ain't answer your calls
I'm like, ""forget it""
It's the the rise and the fall
It's the the rise and the fall
And you could have had it all

If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it

Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump",complete,Rihanna,Rihanna
